ОО,ИИТА,42-СоцПраво,1-МГ-6,6,Планирование карьеры и основы лидерства,17,Пр,17,Ковалева Г.В.,Вторник,знам,10:05-11:30,Дистанционное обучение,ДО
ОО,ИИТА,19-ИнЯз,1-МГ-6,6,Иностранный язык в профессиональной деятельности,17,Пр,34,,Вторник,числ/знам,11:40-13:05,Дистанционное обучение,ДО
ОО,ИИТА,42-СоцПраво,1-МГ-6,6,Планирование карьеры и основы лидерства,17,Пр,17,Ковалева Г.В.,Вторник,числ,13:45-15:10,Дистанционное обучение,ДО
ОО,ИИТА,42-СоцПраво,1-МГ-6,6,Планирование карьеры и основы лидерства,17,Лек,17,Ковалева Г.В.,Вторник,знам,13:45-15:10,Дистанционное обучение,ДО
ОО,ИИТА,1-АПП,1-МГ-6,6,Нанотехнологии в электронике и оптоэлектронике,17,Пр,17,Гренишин А.С.,Среда,числ,10:05-11:30,"пр. Вознесенский, д. 46",В 273
ОО,ИИТА,1-АПП,1-МГ-6,6,Методы оптимизации систем и процессов,17,Лек,17,Смирнов И.Н.,Среда,знам,10:05-11:30,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,1-АПП,1-МГ-6,6,Нанотехнологии в электронике и оптоэлектронике,17,Лек,34,Гренишин А.С.,Среда,числ/знам,11:40-13:05,"пр. Вознесенский, д. 46",В 273
ОО,ИИТА,1-АПП,1-МГ-6,6,Автоматизация экспериментальных исследований,17,Лек,34,Сигачева В.В.,Среда,числ/знам,13:45-15:10,"пр. Вознесенский, д. 46",В 281
ОО,ИИТА,1-АПП,1-МГ-6,6,Автоматизация экспериментальных исследований,17,Пр,34,Сигачева В.В.,Среда,числ/знам,15:20-16:45,"пр. Вознесенский, д. 46",В 281
ОО,ИИТА,1-АПП,1-МГ-6,6,Методы оптимизации систем и процессов,17,Лек,17,Смирнов И.Н.,Четверг,числ,10:05-11:30,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,1-АПП,1-МГ-6,6,Методы оптимизации систем и процессов,17,Лаб,17,Смирнов И.Н.,Четверг,знам,10:05-11:30,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,1-АПП,1-МГ-6,6,Методы оптимизации систем и процессов,17,Пр,34,Смирнов И.Н.,Четверг,числ/знам,11:40-13:05,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,29-Менеджм,1-МГ-6,6,Управление проектами,17,Лек,34,Лашкова И.А.,Четверг,числ/знам,13:45-15:10,"пр. Вознесенский, д. 46",В 361
ОО,ИИТА,29-Менеджм,1-МГ-6,6,Управление проектами,17,Пр,17,Лашкова И.А.,Четверг,числ,15:20-16:45,"пр. Вознесенский, д. 46",В 361
ОО,ИИТА,34-ОбщНаук,1-МГ-6,6,Мировые культуры и межкультурные коммуникации,17,Лек,17,Тихонова В.Б.,Суббота,числ,11:40-13:05,Дистанционное обучение,ДО
ОО,ИИТА,34-ОбщНаук,1-МГ-6,6,Мировые культуры и межкультурные коммуникации,17,Пр,17,Тихонова В.Б.,Суббота,числ,13:45-15:10,Дистанционное обучение,ДО
ОО,ИИТА,42-СоцПраво,1-МГ-7,4,Планирование карьеры и основы лидерства,17,Пр,17,Ковалева Г.В.,Вторник,знам,10:05-11:30,Дистанционное обучение,ДО
ОО,ИИТА,19-ИнЯз,1-МГ-7,4,Иностранный язык в профессиональной деятельности,17,Пр,34,,Вторник,числ/знам,11:40-13:05,Дистанционное обучение,ДО
ОО,ИИТА,42-СоцПраво,1-МГ-7,4,Планирование карьеры и основы лидерства,17,Пр,17,Ковалева Г.В.,Вторник,числ,13:45-15:10,Дистанционное обучение,ДО
ОО,ИИТА,42-СоцПраво,1-МГ-7,4,Планирование карьеры и основы лидерства,17,Лек,17,Ковалева Г.В.,Вторник,знам,13:45-15:10,Дистанционное обучение,ДО
ОО,ИИТА,28-Машиновед,1-МГ-7,4,Компьютерные методы оптимизации в машиностроении,17,Пр,17,Анашкина Е.В.,Вторник,числ,16:55-18:20,"пр. Вознесенский, д. 46",В 265
ОО,ИИТА,28-Машиновед,1-МГ-7,4,Компьютерные методы оптимизации в машиностроении,17,Лек,17,Анашкина Е.В.,Вторник,знам,16:55-18:20,"пр. Вознесенский, д. 46",В 265
ОО,ИИТА,28-Машиновед,1-МГ-7,4,Методы принятия производственно-технологических решений в машиностроении,17,Лек,17,Лавров А.С.,Среда,числ,13:45-15:10,Дистанционное обучение,ДО
ОО,ИИТА,28-Машиновед,1-МГ-7,,Учебная практика (научно-исследовательская работа),17,Пр,34,Лавров А.С.,Среда,знам,13:45-16:45,Дистанционное обучение,ДО
